SAMPLE,PRIMER,PRIMER MARKER,OTUID,OTUID-SOURCE,OTU MARKER,MARKER-LENGTH,OTU-LENGTH,length difference,N.READS,%READS,%READS 2,PROTAX-order,PROTAX-order_prob,PROTAX-family,PROTAX-family_prob,PROTAX-genus,PROTAX-genus_prob,PROTAX-spp,PROTAX-spp_prob,PROTAX-bestsim,PROTAX-bestsim-pident,PIMBA-HIT,PIMBA-pident,BLASTn-HIT,BLASTn-pident,BLASTn-alignment length,length difference 2,SANGER-class blastn DB2024.3,SANGER-order blastn DB2024.3,SANGER-family blastn DB2024.3,SANGER-genus blastn DB2024.3,SANGER-spp blastn DB2024.3,SANGER-pident blastn DB2024.3,SANGER-class blastn nt remote,SANGER-order blastn nt remote,SANGER-family blastn nt remote,SANGER-genus blastn nt remote,SANGER-spp blastn nt remote,SANGER-pident blastn nt remote
PNIP1-09,CHAVES-F1R1,COI,OTU70296365,all-OTU,12S,220,215,5,16,0.00571837,0.006644518,"root,unk",-5.73838E-07,,,,,,,,,Unassigned,,Arthropoda;Malacostraca;Amphipoda;Eulimnogammaridae;Eulimnogammarus;Eulimnogammarus cyaneus,1,29,186,,,,,,,,,,,,
PNIP1-09,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,5,0.001786991,0.002076412,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP1-09,CHAVES-F1R1,COI,OTU881582919,all-OTU,12S,220,222,2,2,0.000714796,0.000830565,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F14R12,COI,OTU91947462,all-OTU,COI,250,255,5,163,0.017577914,0.810945274,Primates,-0.021893,"Primates,Atelidae",-0.0222689,"Primates,Atelidae,Brachyteles",-0.109605,"Primates,Atelidae,Brachyteles,unk",-0.109623,Brachyteles_arachnoides_GBMA5933-13,0.788,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Atelidae; g__Alouatta; s__guariba,0.98016,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F14R12,COI,OTU279795832,all-OTU,COI,250,254,4,38,0.004097919,0.189054726,Rodentia,-0.00100928,"Rodentia,Cuniculidae",-0.0010212,"Rodentia,Cuniculidae,Cuniculus",-0.0155642,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0874383,Cuniculus_paca_JF459126.1,0.956,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.97619,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,422,0.072670914,0.680645161,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,91,0.015670742,0.146774194,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU391116024,all-OTU,12S,220,224,4,49,0.008438092,0.079032258,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU41234254,all-OTU,12S,220,216,4,46,0.007921474,0.074193548,"root,unk",-0.07859,,,,,,,Equus_caballus_AB859014.1,0.528,k__Metazoa; p__Chordata; c__Mammalia; o__Perissodactyla; f__Equidae; g__Equus; s__caballus,0.77828,Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens,0.99048,210,6,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU698278148,all-OTU,12S,220,224,4,5,0.00086103,0.008064516,Didelphimorphia,-0.000218198,"Didelphimorphia,Didelphidae",-0.000218207,"Didelphimorphia,Didelphidae,Didelphis",-0.409328,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.410867,Didelphis_albiventris_MT892661.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.99548,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU216452375,all-OTU,12S,220,220,0,5,0.00086103,0.008064516,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU970541295,all-OTU,12S,220,222,2,2,0.000344412,0.003225806,Rodentia,-0.0121132,"Rodentia,Caviidae",-0.268937,"Rodentia,Caviidae,unk",-0.270004,,,Kerodon_rupestris_AF433916.1,0.757,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Caviidae; g__Kerodon; s__rupestris,0.88636,Chordata;Mammalia;Rodentia;Caviidae;Kerodon;Kerodon rupestris,0.88636,220,2,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,343,0.059066644,0.5359375,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU570123756,all-OTU,16S,120,112,8,175,0.030136043,0.2734375,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU313691130,all-OTU,16S,120,120,0,54,0.009299122,0.084375,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU244576181,all-OTU,16S,120,101,19,31,0.005338385,0.0484375,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus capensis,1,32,69,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU437952276,all-OTU,16S,120,103,17,25,0.004305149,0.0390625,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Amphibia;Anura;Bufonidae;Ingerophrynus;Ingerophrynus celebensis,1,31,72,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU543244219,all-OTU,16S,120,120,0,9,0.001549854,0.0140625,Primates,-0.0150126,"Primates,Cebidae",-0.312402,"Primates,Cebidae,unk",-1.54856,"Primates,Cebidae,Saguinus,unk",-2.20453,Saguinus_bicolor_NC_064176.1,0.717,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Mico; s__humilis,0.93966,,,,,,,,,,,,,,,,
PNIP1-29,CHAVES-F1R1,COI,OTU741537360,all-OTU,16S,120,128,8,3,0.000516618,0.0046875,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. CFSAN084952,0.98824,85,,,,,,,,,,,,,
PNIP1-29,CHAVES-F4R3,COI,OTU444229142,all-OTU,COI,250,254,4,2284,0.433890578,1,Rodentia,-1.45837,"Rodentia,Cricetidae",-1.5096,"Rodentia,Cricetidae,unk",-1.66713,"Coraciiformes,Cerylidae,Ceryle,unk",-2.72671,Ceryle_rudis_KJ461938.1,0.756,k__Metazoa; p__Chordata; c__Aves; o__Coraciiformes; f__Cerylidae; g__Ceryle; s__rudis,0.88492,Chordata;Aves;Tinamiformes;Tinamidae;Crypturellus;Crypturellus parvirostris,0.89352,216,,,,,,,,,,,,,
PNIP1-29,U,12S,OTU415885581,all-OTU,COI,250,236,14,6956,0.746592251,0.999712561,"root,unk",-0.320256,"Accipitriformes,Accipitridae",-1.53502,"Accipitriformes,Accipitridae,Spilornis",-2.02085,"Accipitriformes,Accipitridae,Spilornis,unk",-2.02087,Spilornis_cheela_JN191388.1,0.644,k__Metazoa; p__Chordata; c__Aves; o__Gruiformes; f__Rallidae; g__Hypotaenidia; s__okinawae,0.7906,Chordata;Aves;Tinamiformes;Tinamidae;Crypturellus;Crypturellus strigulosus,0.91228,228,,,,,,,,,,,,,
PNIP1-29,U,12S,OTU801544977,all-OTU,COI,250,255,5,2,0.000214661,0.000287439,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
PNIP1-29,U,12S,OTU881582919,all-OTU,12S,220,222,2,89,0.009552431,0.967391304,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
PNIP1-29,U,12S,OTU301281491,all-OTU,12S,220,219,1,3,0.000321992,0.032608696,Squamata,-1.1033,"Squamata,Gekkonidae",-1.19296,"Squamata,Gekkonidae,unk",-1.19329,,,Curimata_mivartii_KP025764.1,0.671,Unassigned,,Chordata;Mammalia;Chiroptera;Mormoopidae;Pteronotus;Pteronotus gymnonotus,0.99482,193,,,,,,,,,,,,,
PNIP2-03,CHAVES-F14R12,COI,OTU91947462,all-OTU,COI,250,255,5,827,0.044519811,0.760110294,Primates,-0.021893,"Primates,Atelidae",-0.0222689,"Primates,Atelidae,Brachyteles",-0.109605,"Primates,Atelidae,Brachyteles,unk",-0.109623,Brachyteles_arachnoides_GBMA5933-13,0.788,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Atelidae; g__Alouatta; s__guariba,0.98016,,,,,,,,,,,,,,,,
PNIP2-03,CHAVES-F14R12,COI,OTU279795832,all-OTU,COI,250,254,4,259,0.013942722,0.238051471,Rodentia,-0.00100928,"Rodentia,Cuniculidae",-0.0010212,"Rodentia,Cuniculidae,Cuniculus",-0.0155642,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0874383,Cuniculus_paca_JF459126.1,0.956,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.97619,,,,,,,,,,,,,,,,
PNIP2-03,CHAVES-F14R12,COI,OTU801544977,all-OTU,COI,250,255,5,2,0.000107666,0.001838235,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
PNIP2-03,CHAVES-F1R1,COI,OTU415885581,all-OTU,COI,250,236,14,29,0.122362869,1,"root,unk",-0.320256,"Accipitriformes,Accipitridae",-1.53502,"Accipitriformes,Accipitridae,Spilornis",-2.02085,"Accipitriformes,Accipitridae,Spilornis,unk",-2.02087,Spilornis_cheela_JN191388.1,0.644,k__Metazoa; p__Chordata; c__Aves; o__Gruiformes; f__Rallidae; g__Hypotaenidia; s__okinawae,0.7906,Chordata;Aves;Tinamiformes;Tinamidae;Crypturellus;Crypturellus strigulosus,0.91228,228,,,,,,,,,,,,,
PNIP2-03,CHAVES-F1R1,COI,OTU679151575,all-OTU,12S,220,224,4,99,0.417721519,0.804878049,Artiodactyla,-0.000209573,"Artiodactyla,Tayassuidae",-0.000249408,"Artiodactyla,Tayassuidae,Pecari",-0.0862197,"Artiodactyla,Tayassuidae,Pecari,unk",-0.0869707,Pecari_tajacu_JN632682.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Tayassuidae; g__Pecari; s__tajacu,0.98636,,,,,,,,,,,,,,,,
PNIP2-03,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,13,0.054852321,0.105691057,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP2-03,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,11,0.046413502,0.089430894,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
PNIP2-08,U,12S,OTU355307225,all-OTU,12S,220,224,4,173,0.02372463,0.645522388,Primates,-0.0870043,"Primates,Hominidae",-0.0870054,"Primates,Hominidae,Homo",-0.0975644,"Primates,Hominidae,Homo,unk",-0.380974,Homo_sapiens_AF121219.1,0.986,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Hominidae; g__Homo; s__sapiens,0.99099,,,,,,,,,,,,,,,,
PNIP2-08,U,12S,OTU881582919,all-OTU,12S,220,222,2,37,0.005074054,0.138059701,Artiodactyla,-0.000135013,"Artiodactyla,Bovidae",-0.000161576,"Artiodactyla,Bovidae,Bos",-0.0722006,"Artiodactyla,Bovidae,Bos,unk",-0.0728959,Bos_taurus_AB074962.1,0.964,k__Metazoa; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae; g__Bos; s__taurus,0.99543,,,,,,,,,,,,,,,,
PNIP2-08,U,12S,OTU216452375,all-OTU,12S,220,220,0,23,0.003154142,0.085820896,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
PNIP2-08,U,12S,OTU704034742,all-OTU,12S,220,221,1,22,0.003017005,0.082089552,Carnivora,-0.039071,"Carnivora,Felidae",-0.0390782,"Carnivora,Felidae,Panthera",-0.0614494,"Carnivora,Felidae,Panthera,unk",-0.082541,Panthera_tigris_AY736559.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Bradypodidae; g__Bradypus; s__torquatus,0.94977,,,,,,,,,,,,,,,,
PNIP2-08,U,12S,OTU41234254,all-OTU,12S,220,216,4,13,0.001782776,0.048507463,"root,unk",-0.07859,,,,,,,Equus_caballus_AB859014.1,0.528,k__Metazoa; p__Chordata; c__Mammalia; o__Perissodactyla; f__Equidae; g__Equus; s__caballus,0.77828,Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens,0.99048,210,6,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,84,0.061810155,0.672,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU391116024,all-OTU,12S,220,224,4,19,0.013980868,0.152,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,9,0.006622517,0.072,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU41234254,all-OTU,12S,220,216,4,8,0.005886681,0.064,"root,unk",-0.07859,,,,,,,Equus_caballus_AB859014.1,0.528,k__Metazoa; p__Chordata; c__Mammalia; o__Perissodactyla; f__Equidae; g__Equus; s__caballus,0.77828,Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens,0.99048,210,6,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU999774133,all-OTU,12S,220,224,4,5,0.003679176,0.04,Sirenia,-0.00528543,"Sirenia,Trichechidae",-0.00528567,"Sirenia,Trichechidae,Trichechus",-0.0116285,"Sirenia,Trichechidae,Trichechus,inunguis",-0.356901,Trichechus_inunguis_MW073826.1,0.982,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,1,,,,,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU570984876,all-OTU,16S,120,119,1,97,0.071376012,0.610062893,Carnivora,-0.00753739,"Carnivora,Mustelidae",-0.00775176,"Carnivora,Mustelidae,Mustela",-0.757589,"Carnivora,Mustelidae,Mustela,unk",-0.757601,Mustela_nivalis_KC984260.1,0.812,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Mustelidae; g__Lontra; s__longicaudis,0.98261,Chordata;Mammalia;Carnivora;Mustelidae;Lontra;Lontra longicaudis,0.98261,115,4,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU570123756,all-OTU,16S,120,112,8,29,0.02133922,0.182389937,Chiroptera,-0.0446977,"Chiroptera,Vespertilionidae",-0.0464141,"Chiroptera,Vespertilionidae,Myotis",-0.579267,"Chiroptera,Vespertilionidae,Myotis,unk",-0.579277,Myotis_bocagii_JX276375.1,0.723,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Vespertilionidae; g__Myotis; s__bocagii,0.875,Chordata;Mammalia;Chiroptera;Phyllostomidae;Artibeus;Artibeus lituratus,0.99099,111,,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU313691130,all-OTU,16S,120,120,0,25,0.018395879,0.157232704,Chiroptera,-0.728109,"Carnivora,Felidae",-0.892113,"Chiroptera,Mormoopidae,Pteronotus",-1.20316,"Chiroptera,Mormoopidae,Pteronotus,unk",-1.20317,Pteronotus_sp._KX819316.1,0.775,k__Metazoa; p__Chordata; c__Mammalia; o__Carnivora; f__Felidae; g__Puma; s__yagouaroundi,0.94872,,,,,,,,,,,,,,,,
PNIP2-15,CHAVES-F1R1,COI,OTU244576181,all-OTU,16S,120,101,19,8,0.005886681,0.050314465,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus capensis,1,32,69,,,,,,,,,,,,
PNIP4-30,CHAVES-F1R1,COI,OTU406423978,all-OTU,12S,220,223,3,178,0.27856025,0.927083333,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
PNIP4-30,CHAVES-F1R1,COI,OTU388403404,all-OTU,12S,220,219,1,8,0.012519562,0.041666667,"root,unk",-0.251295,"Primates,Cebidae",-2.96905,"Primates,Cebidae,unk",-2.96921,,,Leontopithecus_rosalia_MZ262294.1,0.626,k__Metazoa; p__Arthropoda; c__Insecta; o__Coleoptera; f__Silphidae; g__Diamesus; s__osculans,0.75115,Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus nigritus,1,199,20,,,,,,,,,,,,
PNIP4-30,CHAVES-F1R1,COI,OTU560424198,all-OTU,12S,220,222,2,6,0.009389671,0.03125,Primates,-0.000112938,"Primates,Cebidae",-0.000211989,"Primates,Cebidae,Sapajus",-0.286053,"Primates,Cebidae,Sapajus,unk",-0.286183,Sapajus_nigritus_JN400578.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.99539,,,,,,,,,,,,,,,,
PNIP4-30,CHAVES-F1R1,COI,OTU948831555,all-OTU,16S,120,112,8,129,0.201877934,0.509881423,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Chordata;Aves;Apodiformes;Trochilidae;Calypte;Calypte anna,0.99065,107,5,,,,,,,,,,,,
PNIP4-30,CHAVES-F1R1,COI,OTU445436504,all-OTU,16S,120,112,8,124,0.194053208,0.490118577,"root,unk",-7.02141E-06,,,,,,,,,Unassigned,,Pseudomonadota;Gammaproteobacteria;Enterobacterales;Hafniaceae;Obesumbacterium;Obesumbacterium proteus,1,57,55,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU330696189,all-OTU,COI,250,255,5,41,0.003733382,0.488095238,Chiroptera,-0.000835773,"Chiroptera,Emballonuridae",-0.000842356,"Chiroptera,Emballonuridae,Rhynchonycteris",-0.323144,"Chiroptera,Emballonuridae,Rhynchonycteris,unk",-0.394663,Rhynchonycteris_naso_ABECB163-08,0.948,k__Metazoa; p__Chordata; c__Mammalia; o__Chiroptera; f__Emballonuridae; g__Rhynchonycteris; s__naso,0.99095,,,,,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU946965879,all-OTU,COI,250,255,5,31,0.002822801,0.369047619,Rodentia,-0.662772,"Rodentia,Cricetidae",-0.76696,"Rodentia,Cricetidae,unk",-0.845458,,,Dasypus_beniensis_MH710605.1,0.71,k__Metazoa; p__Chordata; c__Actinopteri; o__Gonorynchiformes; f__Kneriidae; g__Phractolaemus; s__ansorgii,0.8254,Chordata;Mammalia;Rodentia;Muridae;Hybomys;Hybomys sp. n. VVB-2020,0.83071,254,1,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU801544977,all-OTU,COI,250,255,5,12,0.001092697,0.142857143,Didelphimorphia,-0.00297933,"Didelphimorphia,Didelphidae",-0.00297934,"Didelphimorphia,Didelphidae,Didelphis",-0.205496,"Didelphimorphia,Didelphidae,Didelphis,unk",-0.255368,Didelphis_albiventris_JN638891.1,0.958,k__Metazoa; p__Chordata; c__Mammalia; o__Didelphimorphia; f__Didelphidae; g__Didelphis; s__albiventris,0.98312,,,,,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU406423978,all-OTU,12S,220,223,3,1393,0.126843926,0.771317829,Pilosa,-0.00170225,"Pilosa,Myrmecophagidae",-0.00170291,"Pilosa,Myrmecophagidae,Tamandua",-0.0112058,"Pilosa,Myrmecophagidae,Tamandua,tetradactyla",-0.0626158,Tamandua_tetradactyla_EF405912.1,1,k__Metazoa; p__Chordata; c__Mammalia; o__Pilosa; f__Myrmecophagidae; g__Tamandua; s__tetradactyla,0.99548,,,,,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU216452375,all-OTU,12S,220,220,0,198,0.018029503,0.109634551,Primates,-0.326771,"Primates,Cebidae",-0.547515,"Primates,Cebidae,unk",-0.547675,,,Homo_sapiens_AF121219.1,0.686,k__Metazoa; p__Chordata; c__Mammalia; o__Primates; f__Cebidae; g__Sapajus; s__nigritus,0.85253,Chordata;Mammalia;Primates;Cebidae;Callithrix;Callithrix jacchus,0.94009,217,,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU391116024,all-OTU,12S,220,224,4,151,0.013749772,0.083610188,Rodentia,-1.90475E-05,"Rodentia,Cuniculidae",-2.57872E-05,"Rodentia,Cuniculidae,Cuniculus",-0.0391208,"Rodentia,Cuniculidae,Cuniculus,unk",-0.0394978,Cuniculus_paca_AF433906.1,0.955,k__Metazoa; p__Chordata; c__Mammalia; o__Rodentia; f__Cuniculidae; g__Cuniculus; s__paca,0.99095,,,,,,,,,,,,,,,,
T-mix-01,CH11,COI,OTU999774133,all-OTU,12S,220,224,4,34,0.003095975,0.018826135,Sirenia,-0.00528543,"Sirenia,Trichechidae",-0.00528567,"Sirenia,Trichechidae,Trichechus",-0.0116285,"Sirenia,Trichechidae,Trichechus,inunguis",-0.356901,Trichechus_inunguis_MW073826.1,0.982,k__Metazoa; p__Chordata; c__Mammalia; o__Sirenia; f__Trichechidae; g__Trichechus; s__manatus,1,,,,,,,,,,,,,,,,
